date,Open price,High price,Low price,Close price
2/17/2020,1584.7,1584.73,1578.92,1581.1
2/18/2020,1584.53,1605.14,1582.64,1602.07
2/19/2020,1602.31,1611.08,1599.61,1609.1
2/20/2020,1609.95,1623.68,1604.18,1620.41
2/22/2020,1646.64,1646.95,1642.98,1643.46
2/25/2020,1658.85,1663.8,1633.51,1649.67
2/26/2020,1649.82,1654.99,1625.1,1644.31
2/27/2020,1641.82,1660.36,1636.76,1639.42
2/29/2020,1582.78,1587.68,1578.27,1586.16
3/2/2020,1580.64,1610.16,1579.39,1595.21
3/3/2020,1591.84,1646.21,1588.19,1636.33
3/4/2020,1638.03,1647.91,1635.73,1640.79
3/5/2020,1638.72,1674.03,1636.41,1674.03
3/7/2020,1673.27,1674.52,1673.27,1674.52
3/10/2020,1676.45,1679.96,1646.69,1649.13
3/11/2020,1648.6,1670.91,1634.64,1638.07
3/12/2020,1637.22,1647.4,1561.11,1568.02
3/14/2020,1525.75,1530.25,1525.75,1529.42
3/16/2020,1551.34,1571.96,1451.43,1503.2
3/17/2020,1502.23,1551.22,1466.62,1533.42
4/6/2020,1611.85,1666.06,1611.85,1665.92
4/8/2020,1652.17,1658.76,1642.17,1649.18
4/13/2020,1684.92,1721.99,1677.24,1718.8
4/14/2020,1718.53,1746.97,1710.34,1728.2
4/23/2020,1715.22,1738.64,1708.22,1733.62
5/4/2020,1698.72,1713.54,1692.34,1704.89
5/13/2020,1700.16,1717.66,1699.03,1714.81
5/16/2020,1744.25,1745.34,1741.72,1743.02
5/19/2020,1733.84,1747.84,1726.49,1746.47
5/20/2020,1746.57,1754.03,1742.99,1748.84
5/21/2020,1749.8,1750.36,1717.34,1726.51
5/26/2020,1728.18,1735.39,1709.53,1710.26
5/30/2020,1731.71,1733.55,1729.07,1729.07
6/1/2020,1739.25,1744.55,1729.14,1739.05
6/6/2020,1682.22,1685.96,1681.25,1685.18
6/8/2020,1683.36,1700.53,1677.95,1700.28
6/10/2020,1714.49,1734.66,1712.58,1734.66
6/16/2020,1725.45,1732.66,1717.43,1725.67
6/20/2020,1742.07,1744.24,1741.61,1744.07
6/22/2020,1752.32,1762.94,1743.29,1754.1
6/23/2020,1754.68,1769.29,1748.76,1768.97
6/27/2020,1769.94,1771.87,1769.05,1771.47
6/29/2020,1774.03,1775.12,1766.93,1772.58
6/30/2020,1771.08,1785.64,1765.76,1780.07
7/1/2020,1781.05,1789.18,1759.59,1772.2
7/2/2020,1772.3,1779.17,1758.99,1775.24
7/6/2020,1773.84,1786.91,1770.48,1786.42
7/7/2020,1786.09,1797,1774.92,1795.54
7/13/2020,1800.01,1812.8,1798.41,1802.67
7/14/2020,1801.17,1810.74,1792.32,1809.07
7/15/2020,1809.76,1814.4,1803.33,1811.49
7/18/2020,1810.88,1811.34,1809.44,1810.56
7/20/2020,1808.32,1819.77,1806.05,1818.33
7/21/2020,1817.7,1843.33,1816.19,1839.67
7/22/2020,1840.8,1870.18,1839.77,1866.61
7/25/2020,1900.84,1902.59,1900.7,1901.15
7/27/2020,1901.46,1945.14,1901.46,1936.68
7/30/2020,1968.05,1971.77,1939.79,1956.1
8/1/2020,1972.28,1976.11,1971.95,1976.11
8/3/2020,1981.65,1984.93,1960.82,1976.6
8/4/2020,1977.17,2009.46,1968.87,2007.51
8/5/2020,2013.39,2054.98,2009.91,2042.72
8/6/2020,2040.63,2069.41,2034.97,2061.22
8/10/2020,2036.06,2049.83,2019.87,2027.28
8/11/2020,2024.67,2030.03,1911.28,1923.24
8/12/2020,1915.95,1948.98,1865.2,1925.51
8/13/2020,1917.06,1966.28,1907.02,1948.23
8/15/2020,1943.2,1946.19,1942.22,1944.49
8/17/2020,1947.86,1990.5,1929.74,1981.83
8/18/2020,1983.81,2015.12,1978.99,2003.95
8/22/2020,1937.41,1941.25,1937.01,1940.71
8/24/2020,1941.42,1960.95,1924.16,1925.96
8/25/2020,1926.02,1937.62,1923.12,1924.62
8/26/2020,1929.2,1930.07,1927.59,1928.76
8/27/2020,1942.23,1975.88,1911.8,1930.81
8/31/2020,1963.62,1974.95,1954.63,1968.42
9/1/2020,1969.1,1992.3,1964.16,1966.78
9/2/2020,1968.61,1973.34,1933.15,1942.7
9/3/2020,1941.32,1951.09,1922.89,1931.12
9/5/2020,1935.42,1937.28,1931.7,1933.9
9/7/2020,1932.24,1941.39,1924.76,1928.47
9/8/2020,1930.62,1940.63,1907.68,1932.35
9/9/2020,1932.56,1950.77,1920.22,1950.42
9/10/2020,1949.53,1966.06,1942.27,1943.06
9/12/2020,1942.68,1942.9,1939.64,1940.36
9/14/2020,1940.15,1962.51,1937.78,1958.21
9/16/2020,1952.65,1973.18,1949.99,1956.93
9/17/2020,1956.58,1961.03,1933.25,1944.32
9/19/2020,1951.21,1951.62,1949.41,1950.52
9/21/2020,1949.06,1955.63,1883.12,1912.55
9/22/2020,1912.15,1919.9,1895.73,1901.78
9/23/2020,1901.7,1905.32,1856.28,1860.42
9/26/2020,1862.03,1862.4,1860.02,1862.4
9/28/2020,1861.89,1882.93,1849.7,1881.69
9/29/2020,1881.79,1898.79,1875.77,1897.7
9/30/2020,1898.37,1902.05,1881.73,1885.77
10/1/2020,1886.41,1911.8,1884.83,1905.29
10/3/2020,1900.41,1900.87,1898.3,1898.3
10/5/2020,1902.49,1918.39,1887.25,1913.51
10/6/2020,1913.47,1920.53,1884.04,1886.27
10/7/2020,1885.28,1898,1873.14,1888.01
10/10/2020,1929.5,1930.36,1929.15,1930.23
10/12/2020,1928.1,1933.1,1919.11,1923.1
10/13/2020,1922.87,1925.38,1887.63,1892.15
10/14/2020,1891.49,1912.76,1883.11,1900.57
10/15/2020,1900.8,1908.47,1890.16,1907.68
10/19/2020,1900.34,1917.68,1897.2,1903.44
10/20/2020,1903.43,1914.17,1895.03,1909.87
10/21/2020,1908.18,1931.45,1905.97,1923.91
10/22/2020,1924.64,1926.06,1894.99,1904.76
10/24/2020,1903.01,1903.01,1901.29,1901.56
10/26/2020,1903.31,1908.47,1891.66,1902.12
10/27/2020,1901.14,1911.06,1898.07,1907.42
10/28/2020,1906.86,1910.87,1870.67,1876.35
10/29/2020,1876.74,1885.04,1860.22,1869.57
10/31/2020,1878.84,1879.38,1877.35,1879.01
11/2/2020,1877.9,1895.15,1873.74,1894.26
11/4/2020,1907.12,1916.32,1883.28,1898.09
11/5/2020,1898.77,1952.47,1898.77,1950.01
11/7/2020,1953.77,1953.8,1950.89,1951.21
11/9/2020,1955.5,1965.45,1851.74,1868.95
11/10/2020,1867.93,1889.95,1861.11,1875.76
11/11/2020,1876.12,1884.44,1856.62,1863.41
11/14/2020,1886.74,1889.85,1886.68,1889.49
11/16/2020,1888.97,1898.92,1865.91,1886.36
11/17/2020,1886.51,1893.47,1884.35,1885.9
11/18/2020,1884.13,1884.45,1865.12,1872.11
11/19/2020,1870.36,1874.06,1852.97,1864.08
11/21/2020,1872.58,1873.69,1870.03,1871.07
11/23/2020,1870.38,1876.03,1831.33,1840.08
11/24/2020,1839.18,1839.18,1801.24,1805.4
11/25/2020,1807.05,1817.6,1801.82,1808.03
11/26/2020,1806.51,1818.28,1805.05,1809.1
11/30/2020,1787.03,1789.82,1764.87,1778.85
12/1/2020,1777.19,1817.29,1775.51,1814.91
12/2/2020,1814.69,1832.33,1807.6,1829.14
12/3/2020,1828.19,1843.76,1823.85,1838.95
12/5/2020,1837.12,1839.27,1835.69,1837.32
12/7/2020,1838.84,1868.57,1824.69,1861.47
12/8/2020,1862.69,1875.26,1860.49,1869.33
12/9/2020,1870.55,1871.47,1827.42,1833.35
12/10/2020,1834.83,1849.91,1828.86,1836.21
12/12/2020,1839.09,1840.22,1837.92,1839.6
12/14/2020,1839.25,1839.41,1821.82,1827
12/15/2020,1827.68,1855.18,1825.76,1852.62
12/16/2020,1853.29,1865.54,1845.86,1864.01
12/19/2020,1879.15,1881.77,1878.71,1881.49
12/21/2020,1905.04,1906.55,1874.36,1876.91
12/22/2020,1876.32,1882.91,1860.7,1862.53
12/24/2020,1860.3,1877.59,1859.12,1870.28
12/28/2020,1884.03,1899.57,1871.38,1873.17
12/29/2020,1873.31,1885.95,1872.05,1879.16
12/30/2020,1879.13,1892.03,1876.56,1891.45
12/31/2020,1891.47,1900.3,1886.2,1893.81
1/4/2021,1905.24,1943.79,1905.24,1942
1/5/2021,1942.22,1952.6,1936.26,1948.86
1/6/2021,1949.55,1958.71,1901.62,1923.2
1/7/2021,1920.51,1926.97,1908.66,1915.34
1/9/2021,1846.9,1849.69,1846.09,1849.44
1/11/2021,1853.49,1855.55,1820.37,1845.24
1/12/2021,1846.82,1863.62,1838.37,1855.25
1/13/2021,1856.01,1862.59,1850.54,1853.78
1/14/2021,1853.12,1857.26,1835.23,1845.51
1/16/2021,1826.67,1828.49,1825.55,1828.49
1/18/2021,1828.78,1840.56,1811.8,1837.1
1/19/2021,1839.34,1845.19,1834.24,1840.95
1/20/2021,1840.05,1869.44,1834.78,1869.03
1/21/2021,1870.61,1874.68,1861.33,1868.34
1/23/2021,1855.66,1856.16,1852.78,1855.86
1/25/2021,1857.31,1867.79,1849.6,1854.2
1/26/2021,1854.29,1861.62,1849.45,1852.76
1/27/2021,1852.49,1852.99,1831.45,1841.33
1/28/2021,1840.05,1863.53,1835.08,1842.44
1/30/2021,1848.07,1849.15,1842.78,1847.67
2/1/2021,1860.56,1870.1,1850.22,1861.9
2/2/2021,1862.47,1863.59,1831.26,1836.26
2/3/2021,1835.03,1844.88,1831.34,1833.03
2/4/2021,1832.84,1834.74,1786.08,1794.95
2/6/2021,1811.57,1814.41,1809.72,1814.03
2/8/2021,1815.93,1838.82,1808.62,1834.14
2/9/2021,1833.6,1848.39,1829.1,1836.26
2/11/2021,1841.76,1847.17,1821.85,1824.89
2/13/2021,1818.16,1824.62,1818.16,1824.62
2/15/2021,1826.17,1826.87,1816.53,1817.89
2/16/2021,1819.58,1826.19,1789.91,1796.03
2/17/2021,1795.34,1796.16,1770.56,1773.85
2/18/2021,1773.15,1789.45,1768.47,1774.47
2/20/2021,1782.42,1784.92,1780.96,1784.13
2/22/2021,1782.57,1812.01,1780.97,1807.74
2/23/2021,1807.9,1815.28,1796.92,1805.44
2/24/2021,1805.12,1813.4,1783.84,1799.96
2/27/2021,1729.64,1735.11,1729.34,1734.4
3/1/2021,1736.15,1759.4,1720.24,1722.12
3/2/2021,1722.05,1737.99,1707.74,1735.95
3/3/2021,1736.06,1740.32,1703.92,1715.32
3/4/2021,1715.51,1721.44,1691.69,1697.7
3/6/2021,1698.42,1701.69,1697.73,1699.92
3/8/2021,1705.92,1714.05,1677.54,1682.84
3/9/2021,1682,1719.57,1680.55,1717.96
3/10/2021,1717.59,1725.74,1708.72,1725.14
3/13/2021,1721.69,1728.08,1721.5,1727.55
3/15/2021,1728.34,1734.25,1722.18,1731.6
3/27/2021,1732.5,1732.87,1731.26,1732.69
3/30/2021,1710.43,1714.21,1679.12,1683.38
3/31/2021,1683.29,1714.53,1678.34,1708.17
4/5/2021,1728.04,1733.47,1722.13,1727.62
4/6/2021,1727.24,1745.38,1727.24,1741.88
4/7/2021,1742.26,1744.22,1731.71,1736.48
4/8/2021,1736.77,1758.67,1734.03,1754.55
4/10/2021,1742.57,1744.15,1742.01,1743.94
4/12/2021,1740.64,1744.83,1727.98,1731.64
4/13/2021,1731.67,1748.9,1723.93,1744.79
4/14/2021,1744.83,1749.13,1732.99,1737.16
4/15/2021,1737.05,1769.62,1734.72,1765.19
4/17/2021,1776.9,1777.18,1774.93,1776.37
4/19/2021,1777.93,1789.89,1769.38,1770.86
4/20/2021,1770.81,1780.38,1764.1,1777.62
4/22/2021,1793.02,1794.6,1777.81,1781.28
4/24/2021,1777.11,1777.11,1777.11,1777.11
4/26/2021,1776.05,1783.44,1770.13,1780.86
4/27/2021,1780.82,1785.53,1774.25,1776.9
4/28/2021,1776.61,1782.26,1763.61,1781.36
4/29/2021,1780.99,1789.97,1758.17,1772.97
5/1/2021,1767.76,1769.36,1766.79,1768.97
5/3/2021,1767.81,1797.27,1766.58,1792.1
5/5/2021,1776.32,1785.58,1771.28,1785.34
5/8/2021,1831.44,1832.26,1830.26,1831.13
5/10/2021,1832.74,1845.27,1830.45,1837.22
5/11/2021,1837.56,1841.58,1818.34,1836.97
5/12/2021,1836.94,1843.44,1819.88,1820.12
5/15/2021,1843.01,1844.16,1842.12,1843.27
5/17/2021,1842.92,1868.38,1842.65,1866.56
5/18/2021,1866.33,1874.91,1863.61,1869.68
5/19/2021,1869.88,1889.43,1852.44,1868.86
5/20/2021,1869.21,1883.43,1864.12,1876.6
5/22/2021,1879.07,1882.15,1879.07,1881.21
5/24/2021,1881.46,1886.99,1875.99,1881.91
5/25/2021,1882.55,1899.67,1872.96,1898.82
5/26/2021,1899.66,1912.7,1891.28,1895.04
5/27/2021,1896.14,1903.39,1889.16,1898.24
5/29/2021,1902.64,1905.03,1902.55,1903.66
5/31/2021,1903.04,1910.57,1902.18,1907.28
6/1/2021,1907.27,1916.55,1892.95,1899.95
6/2/2021,1898.66,1908.36,1894.93,1907.84
6/3/2021,1909.01,1909.6,1865.63,1872.9
6/7/2021,1890.34,1899.93,1881.65,1899.65
6/9/2021,1893.39,1898.53,1887.81,1889.53
6/10/2021,1888.91,1899.24,1870.68,1898.61
6/12/2021,1876.83,1877.72,1875.7,1877.72
6/14/2021,1876.93,1877.63,1845.25,1865.59
6/15/2021,1866.18,1869.13,1852.19,1858.27
6/16/2021,1858.69,1861.31,1831.69,1839.54
6/17/2021,1830.52,1830.52,1768.13,1778.19
6/19/2021,1763.99,1764.58,1761.43,1764.33
6/21/2021,1767.38,1786.33,1767.12,1783.06
6/22/2021,1782.78,1790.05,1774.14,1778.88
6/23/2021,1777.05,1794.47,1775.55,1776.71
6/24/2021,1774.54,1787.94,1773.39,1775.38
6/26/2021,1778.79,1781.63,1778.57,1781.63
6/28/2021,1781.28,1785.76,1771.54,1779.12
6/29/2021,1779.17,1779.47,1752.07,1760.45
6/30/2021,1760.57,1774.4,1753.69,1770.34
7/1/2021,1771.04,1782.5,1766.22,1775.24
7/3/2021,1789.19,1789.25,1786.56,1787.35
7/5/2021,1787.07,1793.82,1784.58,1791.93
7/6/2021,1791.86,1814.96,1790.24,1797.1
7/7/2021,1797.13,1809.54,1794.2,1803.93
7/8/2021,1804.74,1818.31,1795.17,1798.26
7/10/2021,1810.55,1810.74,1807.52,1808.37
7/12/2021,1807.86,1810.03,1792.1,1805.68
7/13/2021,1807.18,1816.94,1800.37,1807.83
7/14/2021,1807.14,1829.56,1804.8,1825.48
7/15/2021,1826.26,1833.67,1820.72,1829.87
7/17/2021,1810.64,1812.19,1810.64,1812.19
7/19/2021,1811.59,1815.03,1795.69,1807.58
7/20/2021,1809.31,1824.82,1805.28,1809.33
7/22/2021,1804.89,1807.96,1793.07,1806.73
7/24/2021,1802.16,1802.9,1800.92,1802.18
7/26/2021,1799.11,1811.39,1796.56,1797.39
7/27/2021,1797.89,1805.01,1794.17,1800.05
7/28/2021,1799.87,1807.25,1795.97,1805.17
7/31/2021,1814.27,1814.59,1813.33,1814.07
8/2/2021,1814.03,1819.49,1806.55,1813.7
8/3/2021,1813.27,1814.44,1807.5,1810.96
8/4/2021,1811.18,1831.55,1807.07,1811.82
8/5/2021,1812.3,1814.74,1797.98,1804.97
8/7/2021,1761.72,1763.53,1760.51,1762.95
8/9/2021,1697.62,1752.09,1688.13,1729.77
8/10/2021,1729.87,1738,1718.22,1729.51
8/11/2021,1728.67,1753.91,1725.17,1751.49
8/12/2021,1751.48,1758.09,1744.18,1752.99
8/14/2021,1777.21,1779.81,1777.21,1779.81
8/17/2021,1788.12,1795.17,1780.65,1782.94
8/21/2021,1782.63,1782.63,1780.62,1781.12
8/23/2021,1781.53,1805.61,1777.01,1804.69
8/24/2021,1803.9,1809.36,1800.88,1805.44
8/25/2021,1804.39,1804.39,1784.18,1791.99
8/26/2021,1791.03,1796.98,1780.7,1791.63
8/28/2021,1818.38,1818.91,1817.12,1817.12
8/30/2021,1817.7,1823,1807.9,1811.05
8/31/2021,1810.45,1818.97,1803.01,1815.28
9/1/2021,1814.66,1819.84,1809.03,1814.94
9/2/2021,1814.92,1817.03,1805.14,1809.8
9/4/2021,1829.27,1829.37,1827.36,1827.72
9/6/2021,1828.34,1830.13,1821.49,1823.27
9/7/2021,1824.09,1827.19,1792.97,1795.56
9/8/2021,1794.68,1801.64,1783.06,1789.92
9/9/2021,1788.93,1800.82,1785.56,1793.93
9/11/2021,1788.84,1789.03,1787.4,1787.6
9/13/2021,1788.77,1797.73,1784.86,1793.54
9/14/2021,1793.33,1808.43,1782.84,1803.21
9/15/2021,1804.33,1806.37,1791.46,1793.17
9/16/2021,1793.96,1796.16,1745.94,1755.23
9/18/2021,1752.45,1754.99,1751.82,1754.97
9/20/2021,1754.45,1766.74,1743.83,1761.57
9/21/2021,1761.18,1781.38,1758.3,1774.96
9/22/2021,1774.88,1786.61,1766.07,1767.88
9/23/2021,1767.49,1776.16,1741.47,1741.83
9/25/2021,1750.36,1750.36,1750.36,1750.36
9/28/2021,1750.26,1752.31,1728.38,1733.31
9/29/2021,1733.32,1745.56,1721.93,1725.92
9/30/2021,1725.84,1763.74,1722.38,1757.2
10/2/2021,1760.12,1760.99,1759.66,1760.96
10/4/2021,1764.04,1770.28,1748.04,1768.11
10/9/2021,1756.8,1757.53,1756.26,1757.36
10/11/2021,1757.55,1760.99,1750.34,1754.19
10/13/2021,1753.97,1769.34,1750.87,1760.26
10/16/2021,1767.01,1768.19,1767.01,1767.62
10/18/2021,1767.4,1772.09,1760.42,1764.41
10/19/2021,1764.91,1785.12,1762.96,1769.79
10/20/2021,1768.76,1788.33,1766.99,1781.87
10/21/2021,1781.79,1789.34,1776.9,1783.01
10/23/2021,1792.48,1793.05,1792.36,1792.45
11/11/2021,1849.19,1865.79,1842.99,1862.56
11/13/2021,1864.26,1866.23,1863.97,1864.98
11/15/2021,1865.93,1869.96,1856.41,1862.95
11/16/2021,1863.77,1877.14,1849.78,1850.65
11/17/2021,1850.38,1867.99,1849.72,1864.89
11/18/2021,1865.87,1870.93,1855.23,1858.11
11/20/2021,1847.68,1847.79,1845.55,1845.76
11/22/2021,1845.8,1849.08,1802.6,1805.36
11/23/2021,1804.47,1811.95,1782.23,1791.28
11/24/2021,1791.2,1796.48,1778.8,1787.66
11/25/2021,1787.69,1795.07,1786.18,1788.82
11/29/2021,1790.82,1799.43,1782.04,1784.55
11/30/2021,1783.63,1808.45,1770.33,1773.59
12/1/2021,1772.72,1793.1,1771.09,1780.18
12/2/2021,1779.18,1783.37,1762.61,1767.78
12/4/2021,1782.78,1784.63,1782.34,1783.38
12/6/2021,1783.31,1787.51,1776.32,1779.39
12/7/2021,1779.33,1787.52,1772.72,1785.84
12/8/2021,1785.75,1792.96,1780.12,1786.74
12/9/2021,1786.2,1787.59,1774.42,1776.26
12/11/2021,1782.53,1783.13,1782.14,1782.72
12/13/2021,1782.53,1791.02,1782.01,1788.09
12/14/2021,1786.74,1789.51,1766.95,1771.52
12/15/2021,1770.91,1777.72,1756.43,1777.48
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
